ISIN;null
Начальная дата;22.03.2023
Конечная дата;21.03.2033

ISIN;Полное наименование ЦБ;Объем эмиссии (млн);Дата;Номинал;Валюта номинала;Непогашенный номинал;Ставка купона,  % годовых;Размер выплаты;Размер выплаты, руб.*
RU000A1057D4;МЕТАЛЛОИНВЕСТ 001P-02;1000;11.12.2026;1000;CNY;1000;3,7;9,22;103,32
RU000A104XE0;Лизинг-Трейд 001P-04;100;11.12.2026;1000;RUB;1000;;;
RU000A104A39;ИНК-Капитал 001Р-01;5000;11.12.2026;1000;RUB;1000;10,25;51,11;51,11
RU000A1044Y8;СберИОС 001Р-495R 5Г GAZP;903,57;11.12.2026;1000;RUB;1000;0,01;0,1;0,1
RU000A1044X0;СберИОС 001Р-496R 5Г IMOEX;246,075;11.12.2026;1000;RUB;1000;0,01;0,1;0,1
RU000A102QP4;РЖД БО 001Р-21R;20000;11.12.2026;1000;RUB;1000;6,85;34,16;34,16
RU000A102GJ8;ГПБ (АО) БО 001Р-19Р;15000;11.12.2026;1000;RUB;1000;;;
RU000A101P27;Республика Саха (Якутия) 35014;5500;11.12.2026;1000;RUB;600;6,49;4,85;4,85
RU000A1017J5;Газпром нефть БО 003Р-02R;20000;11.12.2026;1000;RUB;1000;7,15;17,83;17,83
RU000A0ZZAL5;ГТЛК БО 001P-11;150;11.12.2026;1000;USD;1000;;;
RU000A0ZYLK7;Верхбак цемент завод 1P-1R;7600;11.12.2026;1000;RUB;1000;;;
RU000A0JX355;ПАО НК Роснефть 001P-02;30000;11.12.2026;1000;RUB;1000;;;
RU000A0JX2R1;ДОМ.РФ (АО) БО-05;5000;11.12.2026;1000;RUB;1000;;;
RU000A0JWTV5;ГосТранспортЛизингКомп 001P-01;4259,08;11.12.2026;1000;RUB;430;11,53;6,99;6,99
RU000A105YB1;Группа компаний Медси 001P-02;3000;10.12.2026;1000;RUB;1000;;;
RU000A105YA3;Группа компаний Медси 001P-01;3000;10.12.2026;1000;RUB;1000;;;
RU000A105M67;ГруппаЧеркизово БО-001Р-06;10000;10.12.2026;1000;RUB;1000;11,3;28,17;28,17
RU000A104A05;Интерскол КЛС БО-01;61,46;10.12.2026;1000;RUB;1000;13,5;33,66;33,66
RU000A101TB0;ВЭБ.РФ ПБО-001Р-19;15000;10.12.2026;1000;RUB;1000;6,59;32,86;32,86
RU000A101798;ИНГРАД 002P-01;20000;10.12.2026;1000;RUB;1000;;;
RU000A101780;РОСЭКСИМБАНК 002P-01;10000;10.12.2026;1000;RUB;1000;;;
RU000A0ZZZ17;Нижнекамскнефтехим об. 001Р-01;15000;10.12.2026;1000;RUB;1000;;;
RU000A0ZZW77;ИА БСПБ 2 ООО об. 01;7547,025;10.12.2026;1000;RUB;88,66;9,35;;
RU000A0ZYLG5;ПАО НК Роснефть 002P-03;30000;10.12.2026;1000;RUB;1000;;;
RU000A0ZYGG5;Трансп.Концесс.Комп. ООО кл.A4;3752;10.12.2026;1000;RUB;440;;;
RU000A0JX2Q3;ПАО "АНК "Башнефть" БО-10;5000;10.12.2026;1000;RUB;1000;;;
RU000A0JX2M2;РОСЭКСИМБАНК АО БО-001P-01;150;10.12.2026;1000;USD;1000;;;
RU000A0JX2L4;ЗАО "КРАУС-М" БО 001P-01;1000;10.12.2026;1000;RUB;1000;10;49,86;49,86
RU000A0JW126;КАМАЗ ПАО БО-13;5000;10.12.2026;1000;RUB;1000;10,39;51,81;51,81
RU000A1038M5;ГТЛК БО 001P-20;7000;09.12.2026;1000;RUB;1000;;;
RU000A102HX7;Концерн РОССИУМ ООО 002P-03;10000;09.12.2026;1000;RUB;1000;;;
RU000A102HU3;УОМЗ ПО АО БО-П02;1500;09.12.2026;1000;RUB;1000;;;
RU000A0ZZ7C0;ДОМ.РФ АО 001Р-04R;25000;09.12.2026;1000;RUB;1000;;;
RU000A0ZYAP9;ГосТранспортЛизингКомп 001P-06;20000;09.12.2026;1000;RUB;728,9;9;11,07;11,07
XS2369557371;BCS SP Plc Series 198;10;08.12.2026;1250;USD;1250;;;
RU000A105LS2;Реиннольц 001Р-02;100;08.12.2026;1000;RUB;1000;18;17,95;17,95
RU000A103PG3;Славнефть БО 002Р-02;10000;08.12.2026;1000;RUB;1000;7,75;19,32;19,32
RU000A103PD0;Славнефть БО 002Р-01;5000;08.12.2026;1000;RUB;1000;7,75;19,32;19,32
RU000A102HA5;МСП Банк С01;720;08.12.2026;10000000;RUB;10000000;;;
RU000A102H34;Ставропольский край 35004;10000;08.12.2026;1000;RUB;1000;6,2;1,55;1,55
RU000A101T72;Аптечная сеть 36,6 002P-01;10000;08.12.2026;1000;RUB;1000;;;
RU000A101T64;Славнефть БО 001Р-01;10000;08.12.2026;1000;RUB;1000;;;
RU000A101T56;РОСЭКСИМБАНК 002P-02;10000;08.12.2026;1000;RUB;1000;;;
RU000A0JXTY7;ПАО ЧТПЗ 001P-04;9900;08.12.2026;1000;RUB;1000;;;
RU000A0JX2B5;КАМАЗ ПАО БО-15;5000;08.12.2026;1000;RUB;1000;9,63;48,02;48,02
RU000A1040U4;СберИОС 001Р-489R 5Г ИФН;67,047;07.12.2026;1000;RUB;1000;0,01;0,5;0,5
RU000A1040T6;СберИОС 001Р-488R 5Г ТЕХ;419,058;07.12.2026;1000;RUB;1000;0,01;0,5;0,5
RU000A103TS0;ТЕХНО Лизинг 001P-05;423,874;07.12.2026;1000;RUB;1000;11,5;7,56;7,56
RU000A103P33;АФК Система БО 001P-22;15000;07.12.2026;1000;RUB;1000;8,2;20,44;20,44
RU000A101RJ7;Межд.Банк Эк.Сотруд. 001P-02;5000;07.12.2026;1000;RUB;1000;;;
RU000A101J33;Промсвязьбанк ПАО обл.16;14080;07.12.2026;10000000;RUB;10000000;2,5;62328,77;62328,77
RU000A1018T2;ДОМ.РФ Ипотечный агент 13-002P;96608,082;07.12.2026;1000;RUB;331,39;;;
RU000A0ZZY59;Россельхозбанк АО 11В1;50;07.12.2026;1000;USD;1000;9;44,88;3466,63
XS2418281742;BCS SP Plc Series 2021-19;350;06.12.2026;10000;USD;10000;;;
XS2403889798;BCS SP Plc Series 221;5;06.12.2026;1250;USD;1250;;;
RU000A1015T8;Аптечная сеть 36,6 001P-01;20000;04.12.2026;1000;RUB;1000;;;
RU000A0ZYKJ1;Санкт-Петербург обл. 35002;25000;04.12.2026;1000;RUB;750;7,65;9,54;9,54
RU000A102TK9;ЮниСервис Капитал 02К;90;03.12.2026;10000;RUB;10000;8,8;32,55;32,55
RU000A100FE5;ГТЛК БО 001P-14;10000;03.12.2026;1000;RUB;1000;;;
RU000A1006C3;Пионер-Лизинг БО-П02;300;03.12.2026;1000;RUB;1000;13,75;11,3;11,3
RU000A0ZZ9R4;РЖД БО 001Р-07R;10000;03.12.2026;1000;RUB;1000;;;
RU000A0ZYKH5;Оренбургская область 35004 об.;4000;03.12.2026;1000;RUB;1000;8,18;8,16;8,16
RU000A0JX1S1;"Российские ЖД" ОАО 41 обл.;15000;03.12.2026;1000;RUB;1000;;;
RU000A105L19;ОФЗ-ПК 29023 23/08/34;1000000;02.12.2026;1000;RUB;1000;;;
RU000A105B11;ОФЗ-ПК 29021 27/11/30;500000;02.12.2026;1000;RUB;1000;;;
RU000A102A31;ОФЗ-ПК 29018 26/11/2031;450000;02.12.2026;1000;RUB;1000;;;
RU000A1028D5;ОФЗ-ПК 29017 25/08/2032;450000;02.12.2026;1000;RUB;1000;;;
RU000A1038V6;ОФЗ-ПД 26238 15/05/2041;500000;02.12.2026;1000;RUB;1000;7,1;35,4;35,4
RU000A105L27;АФК Система БО 001Р-24;10000;02.12.2026;1000;RUB;1000;;;
RU000A105G99;СФО ВТБ РКС Эталон 01;10000;02.12.2026;1000;RUB;1000;11;9,04;9,04
RU000A104V75;Почта России БО-002P-01;10000;02.12.2026;1000;RUB;1000;11,4;56,84;56,84
RU000A1036S6;ФСК Россети ПАО БО 001P-03R;10000;02.12.2026;1000;RUB;1000;7,5;18,7;18,7
RU000A101SF3;ПАО НК Роснефть 002P-10;15000;02.12.2026;1000;RUB;1000;;;
RU000A101SD8;ГТЛК БО 001P-19;5000;02.12.2026;1000;RUB;1000;7,97;19,87;19,87
RU000A101SC0;ГТЛК БО 001P-18;5000;02.12.2026;1000;RUB;1000;7,84;19,55;19,55
RU000A1015D2;Концессии Теплоснабжения БО-01;2000;02.12.2026;1000;RUB;1000;;;
RU000A105KR6;Восточная Стивидор.Ком 1P-03R;15000;01.12.2026;1000;RUB;1000;11,25;56,1;56,1
RU000A105KB0;ГТЛК БО 002P-02;5000;01.12.2026;1000;RUB;1000;11,7;29,17;29,17
RU000A1037P0;Экспобанк 02ВК;60;01.12.2026;150000;USD;150000;7,5;5609,59;433297,07
RU000A1032P1;ООО «СФО ВТБ РКС-1 »;35000;01.12.2026;1000;RUB;1000;8;;
RU000A102G35;МЭФ Московской области 35016;30000;01.12.2026;1000;RUB;1000;5,95;2,23;2,23
RU000A102FV5;Минфин Челябинской обл 35001;7000;01.12.2026;1000;RUB;1000;6;2,99;2,99
RU000A101S81;РУСАЛ Братск БО-002P-01;10000;01.12.2026;1000;RUB;1000;;;
RU000A100TB2;ПНППК 001P-01;250;01.12.2026;1000;RUB;1000;;;
RU000A0ZZXD4;ИНГРАД ПАО БО 001P-02;20000;01.12.2026;1000;RUB;1000;;;
RU000A0JUKX4;ДОМ.РФ (АО) обл. сер. А30;6000;01.12.2026;1000;RUB;1000;;;
RU000A102FT9;АФК Система БО 001P-17;14000;30.11.2026;1000;RUB;1000;;;
RU000A102FS1;АФК Система БО 001P-16;5000;30.11.2026;1000;RUB;1000;;;
RU000A0ZYGB6;Альфа-Банк АО обл. БО-22;5000;30.11.2026;1000;RUB;1000;;;
RU000A0JX1C5;КАМАЗ ПАО БО-14;5000;30.11.2026;1000;RUB;1000;9,92;49,46;49,46
RU000A0JX199;ГосТранспортЛизингКомп 001P-02;7780;30.11.2026;1000;RUB;647,3;9;11,04;11,04
RU000A105RF6;Лизинг-Трейд 001P-06;150;29.11.2026;1000;RUB;1000;14,5;6,96;6,96
XS2423361190;BCS SP Plc Series 240;10;28.11.2026;1250;USD;1250;;;
RU000A105NZ3;ДОМ.РФ Ипотечный агент БО 1P32;6128,78;28.11.2026;1000;RUB;976,82;;;
RU000A105NN9;ДОМ.РФ Ипотечный агент БО 1P29;54789,504;28.11.2026;1000;RUB;968,66;;;
RU000A105LN3;ДОМ.РФ Ипотечный агент БО 1P27;20597,323;28.11.2026;1000;RUB;956,12;7,4;;
RU000A105JF3;ДОМ.РФ Ипотечный агент БО 1P26;5477,816;28.11.2026;1000;RUB;976,65;;;
RU000A105H23;ДОМ.РФ Ипотечный агент БО 1P25;5527,918;28.11.2026;1000;RUB;937,9;9,35;;
RU000A1058R2;ДОМ.РФ Ипотечный агент БО 1P22;6638,733;28.11.2026;1000;RUB;951,14;;;
RU000A104X32;ДОМ.РФ Ипотечный агент БО 1P19;6704,238;28.11.2026;1000;RUB;917,85;;;
RU000A104UV0;ДОМ.РФ Ипотечный агент БО 1P18;6183,696;28.11.2026;1000;RUB;907,81;;;
RU000A104B79;ДОМ.РФ Ипотечный агент БО 1P16;207605,03;28.11.2026;1000;RUB;800,43;7,65;;
RU000A104AM1;ДОМ.РФ Ипотечный агент БО 1P17;31410,336;28.11.2026;1000;RUB;810,47;6,8;;
RU000A104511;ДОМ.РФ Ипотечный агент БО 1P14;69302,783;28.11.2026;1000;RUB;749,77;;;
RU000A1041Q0;ДОМ.РФ Ипотечный агент БО 1P13;5353,129;28.11.2026;1000;RUB;790,79;8,15;;
RU000A103YK7;ДОМ.РФ Ипотечный агент БО 1P12;1857,26;28.11.2026;1000;RUB;760,77;5,5;;
RU000A103N43;ДОМ.РФ Ипотечный агент БО 1P9;9749,207;28.11.2026;1000;RUB;736,17;7,65;;
RU000A102L53;ДОМ.РФ Ипотечный агент БО 1P6;45718,936;28.11.2026;1000;RUB;561,44;;;
RU000A102JB9;ДОМ.РФ Ипотечный агент БО 1P2;10206,258;28.11.2026;1000;RUB;545,64;6,05;;
RU000A102D46;ДОМ.РФ Ипотечный агент 18-002P;14018,879;28.11.2026;1000;RUB;518,11;;;
RU000A102AP8;ДОМ.РФ Ипотечный агент 17-002P;7244,692;28.11.2026;1000;RUB;533,71;5,2;;
RU000A101U95;ДОМ.РФ Ипотечный агент 14-002P;6652,643;28.11.2026;1000;RUB;468,92;;;
RU000A101TD6;ДОМ.РФ Ипотечный агент 15-002P;16252,739;28.11.2026;1000;RUB;387,15;5,9;;
RU000A1019A0;ДОМ.РФ Ипотечный агент 04-001P;2663,462;28.11.2026;1000;RUB;307,94;;;
RU000A100ZB9;ДОМ.РФ Ипотечный агент 10-002P;95652,798;28.11.2026;1000;RUB;329,88;;;
RU000A1007Q1;АВАНГАРД АКБ ПАО БО-001P-02;3000;28.11.2026;1000;RUB;1000;;;
RU000A0ZZV86;ДОМ.РФ Ипотечный агент 06-002P;74263,788;28.11.2026;1000;RUB;201,73;9,95;;
RU000A105WR1;АЗБУКА ВКУСА БОП2;2000;27.11.2026;1000;RUB;1000;;;
RU000A104US6;УОМЗ ПО АО БО-04;3500;27.11.2026;1000;RUB;1000;;;
RU000A104693;АФК Система БО 001P-23;5000;27.11.2026;1000;RUB;1000;;;
RU000A1043H5;СберИОС 001Р-492R 5Г GAZP;295,287;27.11.2026;1000;RUB;1000;0,01;0,1;0,1
RU000A1041N7;СберИОС 001Р-491R 5Г IMOEX;137,211;27.11.2026;1000;RUB;1000;0,01;0,1;0,1
RU000A1041M9;СберИОС 001Р-490R 5Г SPX;146,38;27.11.2026;1000;RUB;1000;0,01;0,1;0,1
RU000A101590;ДОМ.РФ АО 001Р-07R;20000;27.11.2026;1000;RUB;1000;;;
RU000A0ZZWQ8;Концессии водснаб Саратов 01;1150;27.11.2026;1000;RUB;846,16;;;
RU000A0ZZ984;ГТЛК БО 001P-10;10000;27.11.2026;1000;RUB;1000;;;
RU000A0JUCA9;ФСК Россети(ПАО)-обл. сер.34;14000;27.11.2026;1000;RUB;1000;;;
RU000A0JUC92;ФСК Россети(ПАО)-обл. сер.30;10000;27.11.2026;1000;RUB;1000;;;
RU000A105JP2;ИКС 5 ФИНАНС 002Р-02;20000;26.11.2026;1000;RUB;1000;;;
RU000A104YR0;СФО МОС МСП 2 об. 3;4000;26.11.2026;1000;RUB;1000;9,55;;
RU000A104B04;Петербургснаб 001Р-01;8,014;26.11.2026;1000;RUB;871;13,25;0,26;0,26
RU000A102SM7;СДЭК Глобал БО-П01;500;26.11.2026;1000;RUB;1000;9,5;1,56;1,56
RU000A101R90;МЕТАЛЛОИНВЕСТ БО-10;5000;26.11.2026;1000;RUB;1000;;;
RU000A100EV2;УОМЗ ПО АО БО-П01;3500;26.11.2026;1000;RUB;1000;;;
RU000A100ET6;ДОМ.РФ АО 001Р-06R;25000;26.11.2026;1000;RUB;1000;;;
RU000A0ZYJR6;Совкомбанк ПАО обл. БО-05;9998,322;26.11.2026;1000;RUB;1000;;;
RU000A0JWK41;"Газпром нефть" ПАО БО-03;10000;26.11.2026;1000;RUB;1000;;;
XS2252958751;VEON Holdings B.V. 25/11/27;750;25.11.2026;1000;USD;1000;3,375;16,875;1303,46
RU000A105FZ9;ОФЗ-ПД 26241 17/11/32;750000;25.11.2026;1000;RUB;1000;9,5;47,37;47,37
RU000A0ZYUA9;ОФЗ-ПД 26224 23/05/29;350000;25.11.2026;1000;RUB;1000;6,9;34,41;34,41
RU000A105559;ФСК Россети ПАО БО 001P-06R;15000;25.11.2026;1000;RUB;1000;;;
RU000A103174;Банк ВТБ (ПАО) Б-1-217;163,174;25.11.2026;1000;RUB;1000;0,01;0,05;0,05
RU000A101H92;Промсвязьбанк ПАО обл.15;6750;25.11.2026;10000000;RUB;10000000;2,5;62328,77;62328,77
RU000A1014U9;ТП Кировский 001P-01R;1200;25.11.2026;1000;RUB;1000;;;
RU000A0ZYJJ3;ПАО НК Роснефть 002P-02;300000;25.11.2026;1000;RUB;1000;;;
RU000A0ZYJH7;ПАО НК Роснефть 002P-01;300000;25.11.2026;1000;RUB;1000;;;
RU000A0ZYJ91;"ФСК Россети"(ПАО) БО-04;7000;25.11.2026;1000;RUB;1000;;;
RU000A0JX132;ПАО НК Роснефть 001P-01;600000;25.11.2026;1000;RUB;1000;8,5;21,19;21,19
RU000A0JTFB2;Главная дорога АО об.сер. 06;8172,92;25.11.2026;1000;RUB;750;;;
XS2401439927;BCS SP Plc Series 219;10;24.11.2026;1250;USD;1250;;;
RU000A105M59;ЛК Роделен БО 001Р-03;250;24.11.2026;1000;RUB;1000;;;
RU000A105GW4;ГПБ (АО) БО 001Р-22Р;20000;24.11.2026;1000;RUB;1000;;;
RU000A1053H4;Лизинг-Трейд 001P-05;100;24.11.2026;1000;RUB;1000;;;
RU000A103X90;СберИОС 001Р-481R 5Г РБЧ-М;675,892;24.11.2026;1000;RUB;1000;0,01;0,5;0,5
RU000A1022E6;ПР-Лизинг ООО БО 002Р-01;1750;24.11.2026;1000;RUB;1000;;;
RU000A101QN1;Газпром капитал ООО БО-001Р-04;15000;24.11.2026;1000;RUB;1000;5,9;29,42;29,42
RU000A1014J2;Банк ВТБ ПАО Т2-3;20000;24.11.2026;10000000;RUB;10000000;;;
RU000A0ZYHU4;Концессии водоснабжения ООО 05;1100;24.11.2026;1000;RUB;750,01;;;
RU000A0JXSS1;Акрон (ПАО) БО-001P-02;5000;24.11.2026;1000;RUB;1000;;;
RU000A0JXN05;"Российские ЖД" БО-001P-01R;15000;24.11.2026;1000;RUB;1000;;;
RU000A105HH3;РЕСО-Лизинг ООО БО-02П-02;6000;23.11.2026;1000;RUB;1000;;;
RU000A104UA4;ГК Сегежа 002P-04R;8200;23.11.2026;1000;RUB;1000;;;
RU000A103Y16;СберИОС 001Р-482R 5Г ТЕХ;574,038;23.11.2026;1000;RUB;1000;0,01;0,5;0,5
RU000A103M36;ТрансФин-М ПАО 001P-07;6300;23.11.2026;1000;RUB;1000;;;
RU000A1035H1;РЕСО-Лизинг ООО БО-П-01;3000;23.11.2026;1000;RUB;1000;;;
RU000A102SX4;АФК Система БО 001P-19;12500;23.11.2026;1000;RUB;1000;;;
RU000A102SV8;АФК Система БО 001P-18;5000;23.11.2026;1000;RUB;1000;;;
RU000A101QL5;ГТЛК БО 001P-17;10000;23.11.2026;1000;RUB;1000;;;
RU000A100E88;Федерал пассажир комп 001Р-06;8000;23.11.2026;1000;RUB;1000;;;
RU000A0ZYHW0;Левенгук ПАО БО-01;100;23.11.2026;1000;RUB;1000;;;
RU000A0JTYK4;ФСК Россети(ПАО)-обл. сер.28;20000;23.11.2026;1000;RUB;1000;;;
RU000A0JTYJ6;ФСК Россети (ПАО)-обл. сер.23;10000;23.11.2026;1000;RUB;1000;;;
RU000A104EP6;НЗРМ ООО БО-01;160;22.11.2026;1000;RUB;1000;;;
RU000A0ZZVQ0;Россельхозбанк АО БО-07Р;19900;22.11.2026;1000;RUB;1000;10,5;52,93;52,93
RU000A0JVZJ9;Концессии водоснабжения ООО 01;1500;21.11.2026;1000;RUB;615,4;;;
RU000A104U68;ИНГРАД 002P-03;10000;20.11.2026;1000;RUB;1000;;;
RU000A103Q24;Сбербанк 002СУБ-03R;7610;20.11.2026;10000000;RUB;10000000;8,5;423835,62;423835,62
RU000A103K38;Банк ГПБ ГПБ-Т2-04Д;260,25;20.11.2026;150000;USD;150000;4,5;3365,75;259977,93
RU000A102DB2;ГПБ (АО) БО 001Р-18Р;20000;20.11.2026;1000;RUB;1000;;;
RU000A102CL3;ГОВОЗ РФ 12978088V (RU);1250;20.11.2026;100000;EUR;100000;1,85;1850;152391,16
RU000A102CK5;ГОВОЗ РФ 12978087V (RU);1250;20.11.2026;100000;EUR;100000;1,125;1125;92670,3
RU000A0JXSF8;"Трубная Мет.Комп." ПАО БО-07;10000;20.11.2026;1000;RUB;1000;;;
RU000A0JVB35;ИА Мультиоригинаторный 1 кл.А;2274,456;20.11.2026;1000;RUB;15,89;8,75;;
XS2332228449;BCS SP Plc Series 165;10;19.11.2026;1250;USD;1250;;;
XS2010026560;PIK Securities DAC 19/11/26;525;19.11.2026;1000;USD;1000;5,625;;
RU000A105H98;Эфферон 01;150;19.11.2026;1000;RUB;1000;12,5;23,37;23,37
RU000A105146;ПИК-Корпорация 001Р-05;395;19.11.2026;1000;USD;1000;5,625;28,36;2190,59
RU000A104DZ7;Сибнефтехимтрейд БО-02;350;19.11.2026;1000;RUB;1000;;;
RU000A1033Z8;Гор.Обл.Займ Москвы 74 в.;70000;19.11.2026;1000;RUB;1000;7,38;36,8;36,8
RU000A102EF1;ПАО НК Роснефть 003P-01;400000;19.11.2026;1000;RUB;1000;;;
RU000A102EE4;ПАО НК Роснефть 003P-02;400000;19.11.2026;1000;RUB;1000;;;
RU000A101GD3;ГТЛК БО 001P-16;10000;19.11.2026;1000;RUB;625;6,95;4,33;4,33
RU000A1013U1;Славнефть БО 001Р-03;10000;19.11.2026;1000;RUB;1000;;;
RU000A1013N6;Пионер-Лизинг БО-П03;400;19.11.2026;1000;RUB;1000;13,5;11,1;11,1
RU000A100DZ5;ИКБ Совкомбанк ПАО обл. БО-П01;9966,928;19.11.2026;1000;RUB;1000;;;
RU000A0ZYH51;КонцессииТеплоснабжения ООО 02;2000;19.11.2026;1000;RUB;769,24;;;
RU000A105XV1;ОФЗ-ИН 52005 11/05/33;350000;18.11.2026;1000;RUB;1001,5;2,5;12,62;12,62
RU000A102BT8;ОФЗ-ПД 26236 17/05/2028;500000;18.11.2026;1000;RUB;1000;5,7;28,42;28,42
RU000A0ZYUB7;ОФЗ-ПД 26225 10/05/34;350000;18.11.2026;1000;RUB;1000;7,25;36,15;36,15
RU000A105VU7;Эталон-Финанс 002Р-01;8000;18.11.2026;1000;RUB;1000;;;
RU000A105QH4;СберИОС 001Р-550R 5Г AC IMOEX;253,033;18.11.2026;1000;RUB;1000;0,01;0,03;0,03
RU000A1043Z7;Биннофарм Групп 001Р-01;3000;18.11.2026;1000;RUB;1000;;;
RU000A1034Q5;Банк ВТБ ПАО СУБ-Т1-6;7500;18.11.2026;10000000;RUB;10000000;;;
RU000A1034P7;Банк ВТБ ПАО СУБ-Т1-5;87500;18.11.2026;10000000;RUB;10000000;10;498630,14;498630,14
RU000A102E52;Почта России БО-001P-09;5000;18.11.2026;1000;RUB;1000;6,6;32,91;32,91
RU000A101Q26;АФК Система БО 001P-13;15000;18.11.2026;1000;RUB;1000;;;
RU000A0JXS59;Почта России (АО) БО-001P-03;5000;18.11.2026;1000;RUB;1000;;;
XS2393688598;SovCom Capital UNTD;300;17.11.2026;1000;USD;1000;7,6;19;1467,6
RU000A105VQ5;Россети ПАО БО 001P-08R;12000;17.11.2026;1000;RUB;1000;;;
RU000A105GU8;Автодор ГК БО-004Р-02;4600;17.11.2026;1000;RUB;1000;;;
RU000A105BY1;Газпром капитал ООО ЗО28-1-Е;264,34;17.11.2026;1000;EUR;1000;1,85;18,5;1523,91
RU000A105492;ЭНЕРГОНИКА 001Р-03;100;17.11.2026;1000;RUB;1000;13;8,1;8,1
RU000A1043K9;Нижегородская область 35016;15000;17.11.2026;1000;RUB;1000;9,25;16,14;16,14
RU000A1043J1;Славнефть БО 002Р-03;15000;17.11.2026;1000;RUB;1000;;;
RU000A1043G7;ГК Сегежа 002P-02R;10000;17.11.2026;1000;RUB;1000;9,7;48,37;48,37
RU000A104362;Восточная Стивидор.Ком 1P-02R;7500;17.11.2026;1000;RUB;1000;9,55;47,62;47,62
RU000A1013P1;ВЭБ.РФ ПБО-001Р-18;10000;17.11.2026;1000;RUB;1000;7,27;36,25;36,25
RU000A100DG5;ПАО ЛК Европлан БО-06;3000;17.11.2026;1000;RUB;800;;;
RU000A0ZZ893;КАМАЗ ПАО об. БО-11;3000;17.11.2026;1000;RUB;1000;;;
RU000A0ZZ885;КАМАЗ ПАО об. БО-09;3000;17.11.2026;1000;RUB;1000;;;
RU000A0ZZ877;КАМАЗ ПАО об. БО-10;3000;17.11.2026;1000;RUB;1000;;;
RU000A0ZYH02;Авангард-Агро АО БО-001P-02;3000;17.11.2026;1000;RUB;1000;;;
RU000A0JXRV7;Альфа-Банк АО обл. БО-20;5000;17.11.2026;1000;RUB;1000;;;
RU000A0JX090;ФСК Россети(ПАО) БО-02;10000;17.11.2026;1000;RUB;1000;8,45;21,07;21,07
RU000A0JWF30;ИАМультиоригинаторный 1 кл.А/4;2126,971;17.11.2026;1000;RUB;31,08;11;;
RU000A0JV0U1;Альфа-Банк АО обл. БО-15;5000;17.11.2026;1000;RUB;1000;;;
RU000A0JRJL7;Запад.скор.диаметр АО об.02;5000;17.11.2026;1000;RUB;1000;10,44;52,06;52,06
RU000A0JRJB8;Запад.скор.диаметр АО об.01;5000;17.11.2026;1000;RUB;1000;10,44;52,06;52,06
RU000A105WZ4;Лизинг-Трейд 001P-07;150;16.11.2026;1000;RUB;1000;14,5;7,95;7,95
RU000A105WP5;Вымпел-Коммуникации 001Р-07;14000;16.11.2026;1000;RUB;1000;9,85;24,56;24,56
RU000A105W81;Вымпел-Коммуникации 001Р-05;5800;16.11.2026;1000;RUB;1000;9,35;23,31;23,31
RU000A105TY3;Вымпел-Коммуникации 001Р-06;21800;16.11.2026;1000;RUB;1000;10,55;26,3;26,3
RU000A105AK2;СберИОС 001Р-541R 5Г AC IMOEX;257,319;16.11.2026;1000;RUB;1000;0,01;0,02;0,02
US912810EY02;Government of the USA 15/11/26;11493;15.11.2026;100;USD;100;;;
RU000A105LY0;СОПФ Инфраструктурные обл 4;10000;15.11.2026;1000;RUB;1000;9,95;50,16;50,16
RU000A103XD4;СФО МО 01;1540;15.11.2026;100000;RUB;100000;;0,01;0,01
RU000A103DY2;БЭЛТИ-ГРАНД ООО БО-П04;250;15.11.2026;1000;RUB;1000;12,25;1,51;1,51
RU000A101DB4;СФО РуСол 1 класс Б;900;15.11.2026;1000;RUB;791,84;;;
RU000A101DA6;СФО РуСол 1 класс А;4700;15.11.2026;1000;RUB;759,2;;;
RU000A101D96;СФО РуСол 1 класс В;100;15.11.2026;1000;RUB;843,35;;;
XS2363070850;BCS SP Plc Series 195;10;13.11.2026;1250;USD;1250;;;
RU000A104V00;Пионер-Лизинг БР5;400;13.11.2026;1000;RUB;1000;14,52;11,93;11,93
RU000A103Y57;СберИОС 001Р-485R 5Г IMOEX;315,384;13.11.2026;1000;RUB;1000;0,01;0,1;0,1
RU000A103Y40;СберИОС 001Р-484R 5Г SPX;273,109;13.11.2026;1000;RUB;1000;0,01;0,1;0,1
RU000A101PG7;АЛРОСА ПАО БО-03;5000;13.11.2026;1000;RUB;1000;;;
